UF;Municipio;Automóvel;Caminhão;Caminhonete;Motocicleta;Ônibus;Utilitário;Outros;Total
PE;CEDRO;743;40;155;1477;15;4;160;2594
PE;CHA DE ALEGRIA;840;51;108;869;41;1;200;2110
PE;CHA GRANDE;2345;356;631;2503;38;14;581;6468
PE;CONDADO;2379;148;278;2742;67;5;1260;6879
PE;CORRENTES;712;90;170;1724;16;4;237;2953
PE;CORTES;804;192;131;656;40;7;204;2034
PE;CUMARU;1077;194;268;1973;18;6;321;3857
PE;CUPIRA;3255;303;628;3173;24;34;1417;8834
PE;CUSTODIA;3973;406;991;5073;49;43;1012;11547
PE;DORMENTES;1041;330;362;3061;44;3;361;5202
PE;ESCADA;6808;389;690;7579;171;56;2230;17923
PE;EXU;2499;322;826;4701;39;18;450;8855
PE;FEIRA NOVA;1628;289;335;3106;26;13;1026;6423
PE;FERNANDO DE NORONHA;506;12;130;399;11;46;281;1385
PE;FERREIROS;932;91;161;1577;52;3;332;3148
PE;FLORES;1603;128;397;2751;23;3;312;5217
PE;FLORESTA;2620;517;834;4505;36;24;1016;9552
PE;FREI MIGUELINHO;1555;259;392;1573;26;4;500;4309
PE;GAMELEIRA;1480;84;138;1059;65;8;377;3211
PE;GARANHUNS;26797;1791;4062;17096;156;464;6009;56375
PE;GLORIA DO GOITA;1899;223;385;3363;66;14;716;6666
PE;GOIANA;10718;821;1363;10933;183;160;4802;28980
PE;GRANITO;313;36;127;1056;14;4;42;1592
PE;GRAVATA;11537;1050;2330;13861;103;168;5238;34287
PE;IATI;815;103;277;1439;30;5;184;2853
PE;IBIMIRIM;1966;212;728;2897;25;14;461;6303
PE;IBIRAJUBA;521;50;106;650;11;1;160;1499
PE;IGARASSU;15964;1006;1514;7040;557;108;4028;30217
PE;IGUARACI;838;147;187;1190;34;2;142;2540
PE;ILHA DE ITAMARACA;2240;85;301;1138;22;15;842;4643
PE;INAJA;800;80;319;1639;18;6;172;3034
PE;INGAZEIRA;302;39;71;479;8;0;68;967
PE;IPOJUCA;11044;743;1161;5514;464;178;4213;23317
PE;IPUBI;1520;292;419;4246;39;28;387;6931
PE;ITACURUBA;274;26;85;319;6;0;42;752
PE;ITAIBA;1328;177;497;3465;26;3;280;5776
PE;ITAMBE;3535;417;675;8288;152;22;2186;15275
PE;ITAPETIM;1062;88;253;1919;12;2;267;3603
PE;ITAPISSUMA;2247;127;207;854;23;15;878;4351
PE;ITAQUITINGA;961;46;122;1358;46;2;326;2861
PE;JABOATAO DOS GUARARAPES;110120;5689;10440;56959;2155;1505;20956;207824
PE;JAQUEIRA;588;62;113;825;31;4;172;1795
PE;JATAUBA;885;229;475;1929;16;15;402;3951
PE;JATOBA;753;60;124;992;17;4;301;2251
PE;JOAO ALFREDO;2245;275;766;2997;32;27;1078;7420
PE;JOAQUIM NABUCO;915;85;105;1031;66;6;320;2528
PE;JUCATI;986;121;167;1159;31;2;185;2651
PE;JUPI;1842;242;293;1694;67;8;409;4555
PE;JUREMA;1084;94;219;991;17;7;266;2678
PE;LAGOA DO CARRO;1294;111;225;1259;24;8;590;3511
PE;LAGOA DO ITAENGA;1721;421;307;2545;68;15;811;5888
PE;LAGOA DO OURO;505;52;207;1671;18;7;117;2577
PE;LAGOA DOS GATOS;1037;108;281;1449;7;0;379;3261
PE;LAGOA GRANDE;1375;183;423;2299;19;8;285;4592
PE;LAJEDO;6773;644;1240;5541;67;69;2519;16853
PE;LIMOEIRO;6309;569;1076;8327;87;71;3409;19848
PE;MACAPARANA;2162;212;544;4486;54;22;549;8029
PE;MACHADOS;1016;185;308;1746;22;6;312;3595
PE;MANARI;511;65;208;1501;12;7;93;2397
PE;MARAIAL;559;120;91;956;32;7;262;2027
PE;MIRANDIBA;862;130;265;1399;12;8;150;2826
PE;MOREILANDIA;417;68;184;1191;10;2;47;1919
PE;MORENO;7757;783;961;6094;159;71;1571;17396
PE;NAZARE DA MATA;3592;229;425;2512;61;29;1090;7938
PE;OLINDA;81260;3050;6745;40427;1325;834;11559;145200
PE;OROBO;2380;230;494;2591;87;10;601;6393
PE;OROCO;806;97;214;2041;14;0;105;3277
PE;OURICURI;5339;698;1391;14448;118;68;1376;23438
PE;PALMARES;7286;527;987;9527;224;78;3544;22173
PE;PALMEIRINA;390;22;78;767;7;2;98;1364
PE;PANELAS;1961;120;419;1231;24;7;519;4281
PE;PARANATAMA;1019;156;215;1143;34;8;155;2730
PE;PARNAMIRIM;1221;289;318;3253;31;4;241;5357
PE;PASSIRA;2058;312;456;3645;37;19;719;7246
PE;PAUDALHO;5293;576;614;6302;91;35;1465;14376
PE;PAULISTA;61246;1743;4209;26734;358;368;9329;103987
PE;PEDRA;1355;184;456;1624;27;9;248;3903
PE;PESQUEIRA;7473;820;1551;7733;158;71;2391;20197
PE;PETROLANDIA;3076;375;885;4464;75;23;1313;10211
PE;PETROLINA;57985;4552;11913;57518;654;820;16014;149456
PE;POCAO;992;71;216;2269;14;5;221;3788
PE;POMBOS;2700;480;669;2803;60;31;1108;7851
PE;PRIMAVERA;773;98;135;611;49;11;252;1929
PE;QUIPAPA;1045;103;217;1116;47;6;273;2807
PE;QUIXABA;595;53;352;2020;13;2;129;3164
PE;RECIFE;401518;19530;41904;150782;4023;13002;72941;703700
PE;RIACHO DAS ALMAS;2301;404;503;2745;30;19;569;6571
PE;RIBEIRAO;4151;270;387;3198;108;25;1031;9170
PE;RIO FORMOSO;2025;121;178;1265;86;5;701;4381
PE;SAIRE;909;105;211;1005;21;4;163;2418
PE;SALGADINHO;272;19;78;577;6;1;113;1066
PE;SALGUEIRO;8215;562;1685;12346;93;116;3117;26134
PE;SALOA;995;83;260;1394;14;12;178;2936
PE;SANHARO;1759;164;417;2039;45;6;579;5009
PE;SANTA CRUZ;590;185;202;2017;30;5;111;3140
PE;SANTA CRUZ DA BAIXA VERDE;840;230;310;2582;12;8;259;4241
PE;SANTA CRUZ DO CAPIBARIBE;15565;1070;3656;23890;72;342;10495;55090
PE;SANTA FILOMENA;421;142;187;1781;34;2;85;2652
PE;SANTA MARIA DA BOA VISTA;2574;304;771;5666;85;13;378;9791
PE;SANTA MARIA DO CAMBUCA;1304;234;173;1542;35;4;349;3641
PE;SANTA TEREZINHA;773;88;279;1236;8;1;176;2561
PE;SAO BENEDITO DO SUL;511;32;82;633;17;1;122;1398
PE;SAO BENTO DO UNA;4432;1094;1177;6801;132;54;1776;15466
PE;SAO CAITANO;3810;439;531;4913;45;32;1540;11310
PE;SAO JOAO;1653;150;322;2045;40;17;326;4553
PE;SAO JOAQUIM DO MONTE;1356;91;275;1800;29;9;362;3922
PE;SAO JOSE DA COROA GRANDE;1600;78;203;1100;40;17;601;3639
PE;SAO JOSE DO BELMONTE;3006;345;879;4741;81;33;589;9674
PE;SAO JOSE DO EGITO;4577;526;1144;5647;78;35;1250;13257
PE;SAO LOURENCO DA MATA;13357;449;1152;7506;562;72;2631;25729
PE;SAO VICENTE FERRER;1297;197;481;2323;29;11;325;4663
PE;SERRA TALHADA;12310;1621;2588;18520;105;168;4446;39758
PE;SERRITA;872;103;229;1789;15;12;187;3207
PE;SERTANIA;4267;497;894;9714;64;20;1100;16556
PE;SIRINHAEM;3191;240;297;1890;100;35;983;6736
PE;SOLIDAO;288;25;94;650;9;1;82;1149
PE;SURUBIM;9283;927;2214;10435;137;129;3986;27111
PE;TABIRA;3804;293;854;5888;51;25;1283;12198
PE;TACAIMBO;1131;126;210;1334;22;7;309;3139
PE;TACARATU;744;72;322;1668;11;4;379;3200
PE;TAMANDARE;1807;77;255;1676;36;15;788;4654
PE;TAQUARITINGA DO NORTE;3494;346;683;3123;49;51;1274;9020
PE;TEREZINHA;452;30;108;910;22;1;76;1599
PE;TERRA NOVA;692;84;134;1433;11;0;86;2440
PE;TIMBAUBA;7076;646;1390;13915;128;79;3591;26825
PE;TORITAMA;6030;343;1282;5679;44;140;3050;16568
PE;TRACUNHAEM;968;58;95;920;20;3;280;2344
PE;TRINDADE;2345;410;587;5599;23;29;1259;10252
PE;TRIUNFO;1653;250;687;4381;16;18;337;7342
PE;TUPANATINGA;1235;158;355;2564;32;11;236;4591
PE;TUPARETAMA;1112;121;215;1868;21;3;382;3722
PE;VENTUROSA;1374;205;486;1156;16;6;379;3622
PE;VERDEJANTE;581;70;117;1151;18;2;116;2055
PE;VERTENTE DO LERIO;823;92;130;1592;19;1;229;2886
PE;VERTENTES;2165;233;380;1969;28;16;542;5333
PE;VICENCIA;2854;318;473;2603;88;10;510;6856
PE;VITORIA DE SANTO ANTAO;19873;2462;3406;21087;388;301;8920;56437
PE;XEXEU;891;77;86;835;42;7;200;2138
PI;ACAUA;305;140;246;1057;33;0;62;1843
PI;AGRICOLANDIA;296;23;92;1019;8;2;215;1655
PI;AGUA BRANCA;2226;215;650;7824;24;28;1443;12410
PI;ALAGOINHA DO PIAUI;495;67;265;553;5;2;132;1519
PI;ALEGRETE DO PIAUI;183;46;64;268;4;2;50;617
PI;ALTO LONGA;487;60;195;1866;37;2;187;2834
PI;ALTOS;3475;332;766;8421;80;29;1685;14788
PI;ALVORADA DO GURGUEIA;200;26;75;533;10;0;90;934
PI;AMARANTE;850;91;306;3281;28;9;394;4959
PI;ANGICAL DO PIAUI;341;30;134;1203;11;0;329;2048
PI;ANISIO DE ABREU;467;54;236;892;17;1;75;1742
PI;ANTONIO ALMEIDA;127;29;70;450;6;0;98;780
PI;AROAZES;282;22;66;616;11;0;161;1158
PI;AROEIRAS DO ITAIM;103;19;30;470;13;0;38;673
PI;ARRAIAL;119;13;53;535;4;1;59;784
PI;ASSUNCAO DO PIAUI;144;12;133;350;4;0;18;661
PI;AVELINO LOPES;320;36;256;930;8;6;242;1798
PI;BAIXA GRANDE DO RIBEIRO;416;140;286;1215;26;7;814;2904
PI;BARRA D'ALCANTARA;180;22;67;497;5;0;238;1009
PI;BARRAS;1902;175;605;8002;114;15;1913;12726
PI;BARREIRAS DO PIAUI;56;7;41;174;2;0;18;298
PI;BARRO DURO;407;54;162;1544;6;3;224;2400
PI;BATALHA;856;101;319;2458;23;8;547;4312
PI;BELA VISTA DO PIAUI;184;20;112;296;7;0;48;667
PI;BELEM DO PIAUI;179;43;47;180;3;0;41;493
PI;BENEDITINOS;339;44;162;1532;15;0;302;2394
PI;BERTOLINIA;269;27;110;799;13;0;120;1338
PI;BETANIA DO PIAUI;287;107;225;610;24;1;58;1312
PI;BOA HORA;189;26;83;706;12;0;134;1150
PI;BOCAINA;378;12;119;756;4;4;144;1417
PI;BOM JESUS;2177;384;1350;6159;33;93;2174;12370
PI;BOM PRINCIPIO DO PIAUI;239;15;72;637;12;0;87;1062
PI;BONFIM DO PIAUI;160;47;307;605;10;0;50;1179
PI;BOQUEIRAO DO PIAUI;368;20;61;753;5;0;184;1391
PI;BRASILEIRA;439;31;96;1043;10;6;517;2142
PI;BREJO DO PIAUI;159;11;111;372;3;0;80;736
PI;BURITI DOS LOPES;984;65;208;2655;24;11;425;4372
PI;BURITI DOS MONTES;185;19;95;188;5;2;30;524
PI;CABECEIRAS DO PIAUI;396;34;105;1074;27;0;227;1863
PI;CAJAZEIRAS DO PIAUI;64;6;29;402;3;0;47;551
PI;CAJUEIRO DA PRAIA;264;18;105;935;16;7;125;1470
PI;CALDEIRAO GRANDE DO PIAUI;293;52;91;242;15;3;52;748
PI;CAMPINAS DO PIAUI;217;11;133;556;2;1;74;994
PI;CAMPO ALEGRE DO FIDALGO;269;41;160;340;4;0;52;866
PI;CAMPO GRANDE DO PIAUI;425;58;150;682;5;1;132;1453
PI;CAMPO LARGO DO PIAUI;130;11;42;328;6;0;59;576
PI;CAMPO MAIOR;4728;504;1164;14735;99;57;4983;26270
PI;CANAVIEIRA;44;5;31;157;1;0;13;251
PI;CANTO DO BURITI;1301;125;560;3324;25;18;512;5865
PI;CAPITAO DE CAMPOS;606;43;148;1421;15;5;305;2543
PI;CAPITAO GERVASIO OLIVEIRA;132;31;78;152;8;0;39;440
PI;CARACOL;384;77;159;881;7;1;139;1648
PI;CARAUBAS DO PIAUI;199;31;95;637;9;1;81;1053
PI;CARIDADE DO PIAUI;201;30;88;310;9;0;17;655
PI;CASTELO DO PIAUI;749;80;364;3090;24;11;396;4714
PI;CAXINGO;162;19;68;509;10;2;66;836
PI;COCAL;1567;207;760;3012;43;43;1102;6734
PI;COCAL DE TELHA;273;10;64;710;7;1;226;1291
PI;COCAL DOS ALVES;336;10;155;361;4;4;178;1048
PI;COIVARAS;137;14;39;665;8;0;48;911
PI;COLONIA DO GURGUEIA;275;22;80;616;3;0;101;1097
PI;COLONIA DO PIAUI;303;18;102;1032;10;0;117;1582
PI;CONCEICAO DO CANINDE;224;19;108;325;5;1;28;710
PI;CORONEL JOSE DIAS;155;23;105;605;8;0;77;973
PI;CORRENTE;1533;580;835;4725;86;28;1532;9319
PI;CRISTALANDIA DO PIAUI;182;26;86;475;4;0;107;880
PI;CRISTINO CASTRO;511;56;182;1211;18;7;378;2363
PI;CURIMATA;407;80;201;1292;9;7;371;2367
PI;CURRAIS;116;7;56;461;2;0;55;697
PI;CURRAL NOVO DO PIAUI;135;23;74;269;4;1;21;527
PI;CURRALINHOS;59;6;33;257;2;0;6;363
PI;DEMERVAL LOBAO;987;94;252;2523;43;11;345;4255
PI;DIRCEU ARCOVERDE;299;91;123;812;11;0;101;1437
PI;DOM EXPEDITO LOPES;697;79;173;926;8;2;277;2162
PI;DOM INOCENCIO;183;109;226;507;20;1;72;1118
PI;DOMINGOS MOURAO;106;5;56;271;5;1;37;481
PI;ELESBAO VELOSO;937;83;364;2578;11;6;363;4342
PI;ELISEU MARTINS;183;15;55;595;3;1;61;913
PI;ESPERANTINA;2534;267;835;7034;74;24;2308;13076
PI;FARTURA DO PIAUI;147;33;60;355;5;1;51;652
PI;FLORES DO PIAUI;179;16;77;338;3;1;35;649
PI;FLORESTA DO PIAUI;118;13;52;332;4;1;48;568
PI;FLORIANO;10228;1233;2945;20911;85;179;5436;41017
PI;FRANCINOPOLIS;171;20;72;597;2;0;149;1011
PI;FRANCISCO AYRES;148;11;57;460;7;0;106;789
PI;FRANCISCO MACEDO;229;41;40;228;9;0;35;582
PI;FRANCISCO SANTOS;512;90;178;508;8;5;165;1466
PI;FRONTEIRAS;926;189;326;1981;19;11;422;3874
PI;GEMINIANO;415;42;112;1115;11;2;179;1876
PI;GILBUES;299;23;151;1083;16;6;228;1806
PI;GUADALUPE;761;105;328;1969;9;6;533;3711
PI;GUARIBAS;84;15;100;539;5;0;25;768
PI;HUGO NAPOLEAO;261;10;57;759;2;2;88;1179
PI;ILHA GRANDE;352;17;79;1450;12;8;306;2224
PI;INHUMA;1114;129;456;1686;20;11;610;4026
PI;IPIRANGA DO PIAUI;626;74;166;788;10;3;255;1922
PI;ISAIAS COELHO;169;18;122;583;8;1;80;981
PI;ITAINOPOLIS;578;66;256;1527;28;3;242;2700
PI;ITAUEIRA;405;83;287;1628;8;5;350;2766
PI;JACOBINA DO PIAUI;380;87;232;1262;1;1;74;2037
PI;JAICOS;1217;168;529;2415;15;9;352;4705
PI;JARDIM DO MULATO;127;11;51;358;3;0;87;637
PI;JATOBA DO PIAUI;234;39;128;675;14;0;110;1200
PI;JERUMENHA;177;23;64;487;1;0;103;855
PI;JOAO COSTA;84;6;35;375;3;0;23;526
PI;JOAQUIM PIRES;413;54;138;1170;16;0;153;1944
PI;JOCA MARQUES;102;9;53;542;6;1;40;753
PI;JOSE DE FREITAS;2460;172;615;7400;115;13;1511;12286
PI;JUAZEIRO DO PIAUI;147;28;71;470;6;1;50;773
PI;JULIO BORGES;125;18;93;344;5;1;89;675
PI;JUREMA;148;25;61;348;28;2;17;629
PI;LAGOA ALEGRE;278;19;99;850;33;0;123;1402
PI;LAGOA DE SAO FRANCISCO;231;11;96;673;5;0;147;1163
PI;LAGOA DO BARRO DO PIAUI;226;38;182;271;13;1;51;782
PI;LAGOA DO PIAUI;146;18;54;459;9;1;43;730
PI;LAGOA DO SITIO;178;19;67;355;4;0;83;706
PI;LAGOINHA DO PIAUI;180;6;44;507;4;0;96;837
PI;LANDRI SALES;184;25;53;768;1;0;60;1091
PI;LUIS CORREIA;1559;102;482;4401;60;28;834;7466
PI;LUZILANDIA;1506;145;716;5342;54;19;781;8563
PI;MADEIRO;158;12;61;668;4;0;67;970
PI;MANOEL EMIDIO;200;19;105;497;6;1;102;930
PI;MARCOLANDIA;2423;656;744;1595;25;48;416;5907
PI;MARCOS PARENTE;147;13;67;531;3;1;100;862
PI;MASSAPE DO PIAUI;217;28;103;431;11;0;26;816
PI;MATIAS OLIMPIO;301;34;114;744;9;4;82;1288
PI;MIGUEL ALVES;598;69;263;2796;58;5;279;4068
PI;MIGUEL LEAO;54;6;18;177;1;0;12;268
PI;MILTON BRANDAO;178;17;161;479;6;3;128;972
PI;MONSENHOR GIL;369;41;105;1288;9;3;144;1959
PI;MONSENHOR HIPOLITO;580;53;262;481;7;2;93;1478
PI;MONTE ALEGRE DO PIAUI;325;31;123;700;13;6;205;1403
PI;MORRO CABECA NO TEMPO;34;8;35;163;4;0;21;265
PI;MORRO DO CHAPEU DO PIAUI;198;7;74;512;12;0;86;889
PI;MURICI DOS PORTELAS;147;13;54;524;10;1;40;789
PI;NAZARE DO PIAUI;263;30;110;919;11;2;72;1407
PI;NAZARIA;250;26;79;569;11;2;68;1005
PI;NOSSA SENHORA DE NAZARE;272;19;58;560;15;0;134;1058
PI;NOSSA SENHORA DOS REMEDIOS;166;16;56;937;6;0;119;1300
PI;NOVA SANTA RITA;172;3;83;499;6;0;27;790
PI;NOVO ORIENTE DO PIAUI;343;21;93;852;13;2;194;1518
PI;NOVO SANTO ANTONIO;124;14;59;406;4;0;22;629
PI;OEIRAS;2943;390;1100;8865;62;74;2456;15890
PI;OLHO D'AGUA DO PIAUI;105;7;31;509;3;1;98;754
PI;PADRE MARCOS;514;112;260;633;6;6;159;1690
PI;PAES LANDIM;174;10;68;359;3;0;69;683
PI;PAJEU DO PIAUI;103;14;73;204;3;0;45;442
PI;PALMEIRA DO PIAUI;297;45;166;582;6;1;97;1194
PI;PALMEIRAIS;321;24;102;1123;14;0;128;1712
PI;PAQUETA;182;23;58;386;7;1;44;701
PI;PARNAGUA;163;26;80;829;5;2;142;1247
PI;PARNAIBA;25084;1436;5210;44253;354;781;14832;91950
PI;PASSAGEM FRANCA DO PIAUI;127;10;32;420;6;0;32;627
PI;PATOS DO PIAUI;221;27;142;491;9;0;25;915
PI;PAU D'ARCO DO PIAUI;99;10;51;499;7;0;40;706
PI;PAULISTANA;1825;563;956;6056;174;23;691;10288
PI;PAVUSSU;99;16;64;341;2;1;48;571
PI;PEDRO II;2220;153;1141;5456;28;28;2030;11056
PI;PEDRO LAURENTINO;140;5;40;234;2;1;25;447
PI;PICOS;14757;1924;3893;28898;117;311;7924;57824
PI;PIMENTEIRAS;292;52;153;756;7;1;115;1376
PI;PIO IX;858;163;469;1566;21;6;228;3311
PI;PIRACURUCA;2601;326;907;6340;90;55;1940;12259
PI;PIRIPIRI;6313;445;1483;16423;191;121;6160;31136
PI;PORTO;206;18;76;872;5;0;169;1346
PI;PORTO ALEGRE DO PIAUI;51;12;22;196;2;0;22;305
PI;PRATA DO PIAUI;90;12;35;341;2;0;36;516
PI;QUEIMADA NOVA;373;116;286;721;31;1;90;1618
PI;REDENCAO DO GURGUEIA;246;25;109;1191;14;3;119;1707
PI;REGENERACAO;869;110;347;2628;18;7;725;4704
PI;RIACHO FRIO;56;8;44;338;5;0;61;512
PI;RIBEIRA DO PIAUI;47;12;52;86;3;0;31;231
PI;RIBEIRO GONCALVES;149;32;98;572;4;2;254;1111
PI;RIO GRANDE DO PIAUI;251;32;84;557;7;1;82;1014
PI;SANTA CRUZ DO PIAUI;334;29;124;652;5;0;78;1222
PI;SANTA CRUZ DOS MILAGRES;108;7;33;397;4;0;58;607
PI;SANTA FILOMENA;60;39;67;517;8;2;158;851
PI;SANTA LUZ;218;16;79;582;6;0;141;1042
PI;SANTA ROSA DO PIAUI;149;20;66;516;13;3;198;965
PI;SANTANA DO PIAUI;198;32;73;835;16;1;151;1306
PI;SANTO ANTONIO DE LISBOA;455;59;219;572;6;4;150;1465
PI;SANTO ANTONIO DOS MILAGRES;71;3;11;197;2;2;25;311
PI;SANTO INACIO DO PIAUI;161;15;53;453;2;1;71;756
PI;SAO BRAZ DO PIAUI;169;38;89;353;7;0;31;687
PI;SAO FELIX DO PIAUI;140;8;36;319;3;0;75;581
PI;SAO FRANCISCO DE ASSIS DO PIAU;193;26;119;418;8;1;30;795
PI;SAO FRANCISCO DO PIAUI;153;15;50;541;8;2;56;825
PI;SAO GONCALO DO GURGUEIA;50;5;30;237;1;0;30;353
PI;SAO GONCALO DO PIAUI;314;20;77;942;4;3;207;1567
PI;SAO JOAO DA CANABRAVA;251;23;114;568;7;1;104;1068
PI;SAO JOAO DA FRONTEIRA;127;9;58;205;10;3;53;465
PI;SAO JOAO DA SERRA;167;23;73;836;4;2;140;1245
PI;SAO JOAO DA VARJOTA;196;7;43;446;4;1;80;777
PI;SAO JOAO DO ARRAIAL;220;18;85;645;10;0;112;1090
PI;SAO JOAO DO PIAUI;1467;149;612;3759;25;11;811;6834
PI;SAO JOSE DO DIVINO;222;31;76;657;5;0;96;1087
PI;SAO JOSE DO PEIXE;97;11;49;245;5;0;29;436
PI;SAO JOSE DO PIAUI;364;39;238;685;14;1;292;1633
PI;SAO JULIAO;345;51;110;614;5;3;119;1247
PI;SAO LOURENCO DO PIAUI;240;11;78;437;6;0;52;824
PI;SAO LUIS DO PIAUI;160;14;92;434;3;0;41;744
PI;SAO MIGUEL DA BAIXA GRANDE;89;13;41;298;4;2;62;509
PI;SAO MIGUEL DO FIDALGO;48;7;39;186;4;0;16;300
PI;SAO MIGUEL DO TAPUIO;383;56;324;1691;24;6;226;2710
PI;SAO PEDRO DO PIAUI;578;59;205;2402;10;3;260;3517
PI;SAO RAIMUNDO NONATO;4476;1077;1864;8905;184;83;2085;18674
PI;SEBASTIAO BARROS;57;11;38;216;3;0;56;381
PI;SEBASTIAO LEAL;209;52;87;539;3;2;218;1110
PI;SIGEFREDO PACHECO;306;50;130;962;14;0;147;1609
PI;SIMOES;641;151;299;1383;21;8;250;2753
PI;SIMPLICIO MENDES;952;89;411;1895;13;6;467;3833
PI;SOCORRO DO PIAUI;124;11;89;270;3;0;52;549
PI;SUSSUAPARA;568;56;220;1338;10;3;455;2650
PI;TAMBORIL DO PIAUI;69;7;34;128;1;0;26;265
PI;TANQUE DO PIAUI;118;12;43;305;4;0;70;552
PI;TERESINA;217793;12047;39490;181374;4133;5873;51781;512491
PI;UNIAO;2004;195;510;7392;101;12;1272;11486
PI;URUCUI;1363;241;812;5607;32;40;2264;10359
PI;VALENCA DO PIAUI;2068;212;702;4150;34;23;1449;8638
PI;VARZEA BRANCA;173;41;102;368;33;0;35;752
PI;VARZEA GRANDE;146;18;73;444;4;1;159;845
PI;VERA MENDES;181;20;87;390;4;2;43;727
PI;VILA NOVA DO PIAUI;284;27;86;348;5;1;60;811
PI;WALL FERRAZ;181;17;60;283;9;3;54;607
PR;ABATIA;2210;171;415;878;50;7;251;3982
PR;ADRIANOPOLIS;1499;143;261;893;31;7;279;3113
PR;AGUDOS DO SUL;3252;576;634;1146;47;21;619;6295
PR;ALMIRANTE TAMANDARE;38372;1756;3870;10278;272;216;5934;60698
PR;ALTAMIRA DO PARANA;971;62;258;579;16;3;91;1980
PR;ALTO PARAISO;937;68;250;404;15;3;181;1858
PR;ALTO PARANA;4315;347;847;1482;107;36;1277;8411
PR;ALTO PIQUIRI;2924;236;553;1278;56;25;628;5700
PR;ALTONIA;6558;549;1394;3370;66;45;1947;13929
PR;ALVORADA DO SUL;2937;355;663;702;67;33;1004;5761
PR;AMAPORA;1306;84;223;568;61;3;292;2537
PR;AMPERE;7065;550;1315;2854;65;98;1687;13634
PR;ANAHY;846;111;275;547;10;4;103;1896
PR;ANDIRA;7349;585;1319;2565;103;95;2099;14115
PR;ANGULO;961;94;230;337;12;2;222;1858
PR;ANTONINA;3160;136;323;1144;45;22;634;5464
PR;ANTONIO OLINTO;2256;242;437;959;46;6;279;4225
PR;APUCARANA;50677;2724;7393;15691;375;762;10198;87820
PR;ARAPONGAS;46944;3472;6785;16185;194;675;14953;89208
PR;ARAPOTI;8265;834;1795;2277;88;97;1773;15129
PR;ARAPUA;957;142;271;631;31;2;172;2206
PR;ARARUNA;4543;474;968;2225;51;23;931;9215
PR;ARAUCARIA;56847;3073;6719;11243;628;475;11456;90441
PR;ARIRANHA DO IVAI;669;67;210;354;24;1;37;1362
PR;ASSAI;5988;522;1055;2231;53;47;1156;11052
PR;ASSIS CHATEAUBRIAND;13538;1359;3088;4411;98;146;4412;27052
PR;ASTORGA;9635;793;1990;2799;117;81;3335;18750
PR;ATALAIA;1307;138;303;570;37;4;352;2711
PR;BALSA NOVA;4737;437;775;1585;174;35;1050;8793
PR;BANDEIRANTES;11815;966;1909;3844;120;135;2520;21309
PR;BARBOSA FERRAZ;3233;262;694;1710;42;15;475;6431
PR;BARRA DO JACARE;879;71;155;450;20;1;109;1685
PR;BARRACAO;4985;333;828;1022;56;44;1479;8747
PR;BELA VISTA DO CAROBA;1229;86;189;739;29;6;136;2414
PR;BELA VISTA DO PARAISO;6494;481;1193;1409;77;54;1764;11472
PR;BITURUNA;5475;561;1384;1343;228;43;986;10020
PR;BOA ESPERANCA;1521;216;475;703;19;15;481;3430
PR;BOA ESPERANCA DO IGUACU;846;76;183;451;16;6;160;1738
PR;BOA VENTURA DE SAO ROQUE;1687;256;476;790;52;10;273;3544
PR;BOA VISTA DA APARECIDA;2571;213;440;1050;35;23;518;4850
PR;BOCAIUVA DO SUL;4181;406;623;1288;34;34;666;7232
PR;BOM JESUS DO SUL;1176;50;199;537;13;6;118;2099
PR;BOM SUCESSO;2005;150;351;571;61;9;297;3444
PR;BOM SUCESSO DO SUL;1038;152;392;356;17;34;237;2226
PR;BORRAZOPOLIS;2944;341;718;979;24;24;422;5452
PR;BRAGANEY;1674;214;456;924;31;21;230;3550
PR;BRASILANDIA DO SUL;987;94;244;503;13;6;240;2087
PR;CAFEARA;895;57;143;289;19;3;141;1547
PR;CAFELANDIA;6683;784;1542;1898;133;91;2009;13140
PR;CAFEZAL DO SUL;1398;114;268;538;35;8;228;2589
PR;CALIFORNIA;3415;328;722;1154;32;30;574;6255
PR;CAMBARA;8979;886;1577;3421;113;79;2402;17457
PR;CAMBE;39017;2243;5503;12672;155;337;9558;69485
PR;CAMBIRA;3112;318;710;1015;34;26;556;5771
PR;CAMPINA DA LAGOA;5075;539;1125;1843;62;60;1071;9775
PR;CAMPINA DO SIMAO;985;152;273;308;41;6;107;1872
PR;CAMPINA GRANDE DO SUL;17006;903;1974;3248;100;144;2402;25777
PR;CAMPO BONITO;1381;130;298;401;24;3;144;2381
PR;CAMPO DO TENENTE;2464;187;345;522;61;9;342;3930
PR;CAMPO LARGO;51130;2707;7062;12518;529;660;8803;83409
PR;CAMPO MAGRO;9438;657;1355;2633;53;97;1156;15389
PR;CAMPO MOURAO;39186;2746;6840;12277;633;569;10580;72831
PR;CANDIDO DE ABREU;3755;346;927;2173;61;17;525;7804
PR;CANDOI;4951;518;1003;1149;127;31;634;8413
PR;CANTAGALO;3489;319;765;761;69;21;449;5873
PR;CAPANEMA;7674;579;1298;2473;88;83;1393;13588
PR;CAPITAO LEONIDAS MARQUES;6135;697;1299;1841;85;79;1633;11769
PR;CARAMBEI;8320;777;1612;1606;90;96;1978;14479
PR;CARLOPOLIS;4788;367;1080;1943;95;36;1020;9329
PR;CASCAVEL;144868;8547;22286;35183;1136;3022;33832;248874
PR;CASTRO;25061;2319;5278;6613;434;342;4860;44907
