UF;Municipio;POPULACAO ESTIMADA;Pais
PR;CORNELIO PROCOPIO;47845;Brasil
PR;CORONEL DOMINGOS SOARES;7497;Brasil
PR;CORONEL VIVIDA;20734;Brasil
PR;CORUMBATAI DO SUL;3219;Brasil
PR;CRUZ MACHADO;18708;Brasil
PR;CRUZEIRO DO IGUACU;4252;Brasil
PR;CRUZEIRO DO OESTE;20932;Brasil
PR;CRUZEIRO DO SUL;4469;Brasil
PR;CRUZMALTINA;2950;Brasil
PR;CURITIBA;1933105;Brasil
PR;CURIUVA;15101;Brasil
PR;DIAMANTE DO NORTE;5087;Brasil
PR;DIAMANTE DO SUL;3439;Brasil
PR;DIAMANTE D'OESTE;5253;Brasil
PR;DOIS VIZINHOS;40641;Brasil
PR;DOURADINA;8747;Brasil
PR;DOUTOR CAMARGO;5979;Brasil
PR;DOUTOR ULYSSES;5580;Brasil
PR;ENEAS MARQUES;5961;Brasil
PR;ENGENHEIRO BELTRAO;14000;Brasil
PR;ENTRE RIOS DO OESTE;4539;Brasil
PR;ESPERANCA NOVA;1698;Brasil
PR;ESPIGAO ALTO DO IGUACU;4117;Brasil
PR;FAROL;3089;Brasil
PR;FAXINAL;17251;Brasil
PR;FAZENDA RIO GRANDE;100209;Brasil
PR;FENIX;4762;Brasil
PR;FERNANDES PINHEIRO;5646;Brasil
PR;FIGUEIRA;7770;Brasil
PR;FLOR DA SERRA DO SUL;4624;Brasil
PR;FLORAI;4929;Brasil
PR;FLORESTA;6774;Brasil
PR;FLORESTOPOLIS;10548;Brasil
PR;FLORIDA;2689;Brasil
PR;FORMOSA DO OESTE;6578;Brasil
PR;FOZ DO IGUACU;258532;Brasil
PR;FOZ DO JORDAO;4650;Brasil
PR;FRANCISCO ALVES;6046;Brasil
PR;FRANCISCO BELTRAO;91093;Brasil
PR;GENERAL CARNEIRO;13710;Brasil
PR;GODOY MOREIRA;2946;Brasil
PR;GOIOERE;28884;Brasil
PR;GOIOXIM;7111;Brasil
PR;GRANDES RIOS;5618;Brasil
PR;GUAIRA;33119;Brasil
PR;GUAIRACA;6581;Brasil
PR;GUAMIRANGA;8739;Brasil
PR;GUAPIRAMA;3802;Brasil
PR;GUAPOREMA;2243;Brasil
PR;GUARACI;5502;Brasil
PR;GUARANIACU;12472;Brasil
PR;GUARAPUAVA;181504;Brasil
PR;GUARAQUECABA;7636;Brasil
PR;GUARATUBA;37067;Brasil
PR;HONORIO SERPA;5211;Brasil
PR;IBAITI;31364;Brasil
PR;IBEMA;6352;Brasil
PR;IBIPORA;54558;Brasil
PR;ICARAIMA;7904;Brasil
PR;IGUARACU;4404;Brasil
PR;IGUATU;2256;Brasil
PR;IMBAU;13111;Brasil
PR;IMBITUVA;32564;Brasil
PR;INACIO MARTINS;11125;Brasil
PR;INAJA;3109;Brasil
PR;INDIANOPOLIS;4457;Brasil
PR;IPIRANGA;15172;Brasil
PR;IPORA;13926;Brasil
PR;IRACEMA DO OESTE;2288;Brasil
PR;IRATI;60727;Brasil
PR;IRETAMA;10169;Brasil
PR;ITAGUAJE;4466;Brasil
PR;ITAIPULANDIA;11176;Brasil
PR;ITAMBARACA;6582;Brasil
PR;ITAMBE;6108;Brasil
PR;ITAPEJARA D'OESTE;11964;Brasil
PR;ITAPERUCU;28634;Brasil
PR;ITAUNA DO SUL;2865;Brasil
PR;IVAI;13879;Brasil
PR;IVAIPORA;31984;Brasil
PR;IVATE;8185;Brasil
PR;IVATUBA;3259;Brasil
PR;JABOTI;5274;Brasil
PR;JACAREZINHO;39378;Brasil
PR;JAGUAPITA;13620;Brasil
PR;JAGUARIAIVA;34857;Brasil
PR;JANDAIA DO SUL;21176;Brasil
PR;JANIOPOLIS;5245;Brasil
PR;JAPIRA;4994;Brasil
PR;JAPURA;9425;Brasil
PR;JARDIM ALEGRE;11328;Brasil
PR;JARDIM OLINDA;1331;Brasil
PR;JATAIZINHO;12588;Brasil
PR;JESUITAS;8412;Brasil
PR;JOAQUIM TAVORA;11908;Brasil
PR;JUNDIAI DO SUL;3292;Brasil
PR;JURANDA;7340;Brasil
PR;JUSSARA;7013;Brasil
PR;KALORE;4100;Brasil
PR;LAPA;48163;Brasil
PR;LARANJAL;5852;Brasil
PR;LARANJEIRAS DO SUL;32073;Brasil
PR;LEOPOLIS;3954;Brasil
PR;LIDIANOPOLIS;3310;Brasil
PR;LINDOESTE;4676;Brasil
PR;LOANDA;23086;Brasil
PR;LOBATO;4787;Brasil
PR;LONDRINA;569733;Brasil
PR;LUIZIANA;7262;Brasil
PR;LUNARDELLI;4794;Brasil
PR;LUPIONOPOLIS;4920;Brasil
PR;MALLET;13630;Brasil
PR;MAMBORE;13132;Brasil
PR;MANDAGUACU;22819;Brasil
PR;MANDAGUARI;34400;Brasil
PR;MANDIRITUBA;26869;Brasil
PR;MANFRINOPOLIS;2571;Brasil
PR;MANGUEIRINHA;16714;Brasil
PR;MANOEL RIBAS;13502;Brasil
PR;MARECHAL CANDIDO RONDON;52944;Brasil
PR;MARIA HELENA;5677;Brasil
PR;MARIALVA;35496;Brasil
PR;MARILANDIA DO SUL;8836;Brasil
PR;MARILENA;7076;Brasil
PR;MARILUZ;10345;Brasil
PR;MARINGA;423666;Brasil
PR;MARIOPOLIS;6610;Brasil
PR;MARIPA;5603;Brasil
PR;MARMELEIRO;14367;Brasil
PR;MARQUINHO;4405;Brasil
PR;MARUMBI;4679;Brasil
PR;MATELANDIA;17943;Brasil
PR;MATINHOS;34720;Brasil
PR;MATO RICO;3272;Brasil
PR;MAUA DA SERRA;10601;Brasil
PR;MEDIANEIRA;46198;Brasil
PR;MERCEDES;5536;Brasil
PR;MIRADOR;2213;Brasil
PR;MIRASELVA;1806;Brasil
PR;MISSAL;10702;Brasil
PR;MOREIRA SALES;12121;Brasil
PR;MORRETES;16406;Brasil
PR;MUNHOZ DE MELLO;3984;Brasil
PR;NOSSA SENHORA DAS GRACAS;4008;Brasil
PR;NOVA ALIANCA DO IVAI;1543;Brasil
PR;NOVA AMERICA DA COLINA;3445;Brasil
PR;NOVA AURORA;10472;Brasil
PR;NOVA CANTU;5302;Brasil
PR;NOVA ESPERANCA;27904;Brasil
PR;NOVA ESPERANCA DO SUDOESTE;5046;Brasil
PR;NOVA FATIMA;8153;Brasil
PR;NOVA LARANJEIRAS;11554;Brasil
PR;NOVA LONDRINA;13213;Brasil
PR;NOVA OLIMPIA;5806;Brasil
PR;NOVA PRATA DO IGUACU;10548;Brasil
PR;NOVA SANTA BARBARA;4249;Brasil
PR;NOVA SANTA ROSA;8219;Brasil
PR;NOVA TEBAS;5649;Brasil
PR;NOVO ITACOLOMI;2844;Brasil
PR;ORTIGUEIRA;22141;Brasil
PR;OURIZONA;3428;Brasil
PR;OURO VERDE DO OESTE;5996;Brasil
PR;PAICANDU;41281;Brasil
PR;PALMAS;50986;Brasil
PR;PALMEIRA;33877;Brasil
PR;PALMITAL;13172;Brasil
PR;PALOTINA;31846;Brasil
PR;PARAISO DO NORTE;13830;Brasil
PR;PARANACITY;11472;Brasil
PR;PARANAGUA;154936;Brasil
PR;PARANAPOEMA;3203;Brasil
PR;PARANAVAI;88374;Brasil
PR;PATO BRAGADO;5610;Brasil
PR;PATO BRANCO;82881;Brasil
PR;PAULA FREITAS;5873;Brasil
PR;PAULO FRONTIN;7354;Brasil
PR;PEABIRU;13996;Brasil
PR;PEROBAL;6127;Brasil
PR;PEROLA;11234;Brasil
PR;PEROLA D'OESTE;6347;Brasil
PR;PIEN;12746;Brasil
PR;PINHAIS;132157;Brasil
PR;PINHAL DO SAO BENTO;2731;Brasil
PR;PINHALAO;6326;Brasil
PR;PINHAO;32391;Brasil
PR;PIRAI DO SUL;25463;Brasil
PR;PIRAQUARA;113036;Brasil
PR;PITANGA;30310;Brasil
PR;PITANGUEIRAS;3224;Brasil
PR;PLANALTINA DO PARANA;4263;Brasil
PR;PLANALTO;13479;Brasil
PR;PONTA GROSSA;351736;Brasil
PR;PONTAL DO PARANA;27284;Brasil
PR;PORECATU;12914;Brasil
PR;PORTO AMAZONAS;4848;Brasil
PR;PORTO BARREIRO;3237;Brasil
PR;PORTO RICO;2559;Brasil
PR;PORTO VITORIA;4065;Brasil
PR;PRADO FERREIRA;3753;Brasil
PR;PRANCHITA;5157;Brasil
PR;PRESIDENTE CASTELO BRANCO;5306;Brasil
PR;PRIMEIRO DE MAIO;11123;Brasil
PR;PRUDENTOPOLIS;52241;Brasil
PR;QUARTO CENTENARIO;4512;Brasil
PR;QUATIGUA;7449;Brasil
PR;QUATRO BARRAS;23559;Brasil
PR;QUATRO PONTES;4015;Brasil
PR;QUEDAS DO IGUACU;34103;Brasil
PR;QUERENCIA DO NORTE;12206;Brasil
PR;QUINTA DO SOL;4573;Brasil
PR;QUITANDINHA;19049;Brasil
PR;RAMILANDIA;4451;Brasil
PR;RANCHO ALEGRE;3808;Brasil
PR;RANCHO ALEGRE D'OESTE;2655;Brasil
PR;REALEZA;16922;Brasil
PR;REBOUCAS;14899;Brasil
PR;RENASCENCA;6802;Brasil
PR;RESERVA;26715;Brasil
PR;RESERVA DO IGUACU;8010;Brasil
PR;RIBEIRAO CLARO;10668;Brasil
PR;RIBEIRAO DO PINHAL;13029;Brasil
PR;RIO AZUL;15236;Brasil
PR;RIO BOM;3203;Brasil
PR;RIO BONITO DO IGUACU;13269;Brasil
PR;RIO BRANCO DO IVAI;4096;Brasil
PR;RIO BRANCO DO SUL;32397;Brasil
PR;RIO NEGRO;34170;Brasil
PR;ROLANDIA;66580;Brasil
PR;RONCADOR;9849;Brasil
PR;RONDON;9579;Brasil
PR;ROSARIO DO IVAI;4786;Brasil
PR;SABAUDIA;6827;Brasil
PR;SALGADO FILHO;3580;Brasil
PR;SALTO DO ITARARE;4935;Brasil
PR;SALTO DO LONTRA;14785;Brasil
PR;SANTA AMELIA;3324;Brasil
PR;SANTA CECILIA DO PAVAO;3334;Brasil
PR;SANTA CRUZ DO MONTE CASTELO;7800;Brasil
PR;SANTA FE;12037;Brasil
PR;SANTA HELENA;26490;Brasil
PR;SANTA INES;1596;Brasil
PR;SANTA ISABEL DO IVAI;8562;Brasil
PR;SANTA IZABEL DO OESTE;14659;Brasil
PR;SANTA LUCIA;3813;Brasil
PR;SANTA MARIA DO OESTE;9615;Brasil
PR;SANTA MARIANA;11724;Brasil
PR;SANTA MONICA;3981;Brasil
PR;SANTA TEREZA DO OESTE;10139;Brasil
PR;SANTA TEREZINHA DE ITAIPU;23465;Brasil
PR;SANTANA DO ITARARE;4992;Brasil
PR;SANTO ANTONIO DA PLATINA;45993;Brasil
PR;SANTO ANTONIO DO CAIUA;2641;Brasil
PR;SANTO ANTONIO DO PARAISO;2106;Brasil
PR;SANTO ANTONIO DO SUDOESTE;20166;Brasil
PR;SANTO INACIO;5438;Brasil
PR;SAO CARLOS DO IVAI;6878;Brasil
PR;SAO JERONIMO DA SERRA;11170;Brasil
PR;SAO JOAO;10241;Brasil
PR;SAO JOAO DO CAIUA;5855;Brasil
PR;SAO JOAO DO IVAI;10219;Brasil
PR;SAO JOAO DO TRIUNFO;15120;Brasil
PR;SAO JORGE DO IVAI;5551;Brasil
PR;SAO JORGE DO PATROCINIO;5641;Brasil
PR;SAO JORGE D'OESTE;9050;Brasil
PR;SAO JOSE DA BOA VISTA;6206;Brasil
PR;SAO JOSE DAS PALMEIRAS;3654;Brasil
PR;SAO JOSE DOS PINHAIS;323340;Brasil
PR;SAO MANOEL DO PARANA;2160;Brasil
PR;SAO MATEUS DO SUL;46261;Brasil
PR;SAO MIGUEL DO IGUACU;27452;Brasil
PR;SAO PEDRO DO IGUACU;5897;Brasil
PR;SAO PEDRO DO IVAI;10981;Brasil
PR;SAO PEDRO DO PARANA;2313;Brasil
PR;SAO SEBASTIAO DA AMOREIRA;8853;Brasil
PR;SAO TOME;5722;Brasil
PR;SAPOPEMA;6736;Brasil
PR;SARANDI;96688;Brasil
PR;SAUDADE DO IGUACU;5500;Brasil
PR;SENGES;19327;Brasil
PR;SERRANOPOLIS DO IGUACU;4495;Brasil
PR;SERTANEJA;5284;Brasil
PR;SERTANOPOLIS;16369;Brasil
PR;SIQUEIRA CAMPOS;21016;Brasil
PR;SULINA;2981;Brasil
PR;TAMARANA;14797;Brasil
PR;TAMBOARA;5120;Brasil
PR;TAPEJARA;16205;Brasil
PR;TAPIRA;5539;Brasil
PR;TEIXEIRA SOARES;12367;Brasil
PR;TELEMACO BORBA;78974;Brasil
PR;TERRA BOA;17094;Brasil
PR;TERRA RICA;16789;Brasil
PR;TERRA ROXA;17481;Brasil
PR;TIBAGI;20522;Brasil
PR;TIJUCAS DO SUL;16868;Brasil
PR;TOLEDO;140635;Brasil
PR;TOMAZINA;7918;Brasil
PR;TRES BARRAS DO PARANA;12040;Brasil
PR;TUNAS DO PARANA;8769;Brasil
PR;TUNEIRAS DO OESTE;8566;Brasil
PR;TUPASSI;8124;Brasil
PR;TURVO;13215;Brasil
PR;UBIRATA;21013;Brasil
PR;UMUARAMA;111557;Brasil
PR;UNIAO DA VITORIA;57517;Brasil
PR;UNIFLOR;2605;Brasil
PR;URAI;11314;Brasil
PR;VENTANIA;11892;Brasil
PR;VERA CRUZ DO OESTE;8521;Brasil
PR;VERE;7257;Brasil
PR;VIRMOND;4023;Brasil
PR;VITORINO;6838;Brasil
PR;WENCESLAU BRAZ;19414;Brasil
PR;XAMBRE;5679;Brasil
RJ;ANGRA DOS REIS;203785;Brasil
RJ;APERIBE;11759;Brasil
RJ;ARARUAMA;132400;Brasil
RJ;AREAL;12572;Brasil
RJ;ARMACAO DE BUZIOS;40532;Brasil
RJ;ARRAIAL DO CABO;30349;Brasil
RJ;BARRA DO PIRAI;100374;Brasil
RJ;BARRA MANSA;184412;Brasil
RJ;BELFORD ROXO;510906;Brasil
RJ;BOM JARDIM;27446;Brasil
RJ;BOM JESUS DO ITABAPOANA;37096;Brasil
RJ;CABO FRIO;219863;Brasil
RJ;CACHOEIRAS DE MACACU;58937;Brasil
RJ;CAMBUCI;15505;Brasil
RJ;CAMPOS DOS GOYTACAZES;507548;Brasil
RJ;CANTAGALO;20172;Brasil
RJ;CARAPEBUS;16301;Brasil
RJ;CARDOSO MOREIRA;12823;Brasil
RJ;CARMO;18895;Brasil
RJ;CASIMIRO DE ABREU;44184;Brasil
RJ;COMENDADOR LEVY GASPARIAN;8561;Brasil
RJ;CONCEICAO DE MACABU;23228;Brasil
RJ;CORDEIRO;21926;Brasil
RJ;DUAS BARRAS;11492;Brasil
RJ;DUQUE DE CAXIAS;919596;Brasil
RJ;ENGENHEIRO PAULO DE FRONTIN;14002;Brasil
RJ;GUAPIMIRIM;60517;Brasil
RJ;IGUABA GRANDE;28310;Brasil
RJ;ITABORAI;240592;Brasil
RJ;ITAGUAI;133019;Brasil
RJ;ITALVA;15207;Brasil
RJ;ITAOCARA;23234;Brasil
RJ;ITAPERUNA;103224;Brasil
RJ;ITATIAIA;31805;Brasil
RJ;JAPERI;104768;Brasil
RJ;LAJE DO MURIAE;7355;Brasil
RJ;MACAE;256672;Brasil
RJ;MACUCO;5599;Brasil
RJ;MAGE;245071;Brasil
RJ;MANGARATIBA;44468;Brasil
RJ;MARICA;161207;Brasil
RJ;MENDES;18614;Brasil
RJ;MESQUITA;176103;Brasil
RJ;MIGUEL PEREIRA;25538;Brasil
RJ;MIRACEMA;27174;Brasil
RJ;NATIVIDADE;15317;Brasil
RJ;NILOPOLIS;162485;Brasil
RJ;NITEROI;513584;Brasil
RJ;NOVA FRIBURGO;190631;Brasil
RJ;NOVA IGUACU;821128;Brasil
RJ;PARACAMBI;52257;Brasil
RJ;PARAIBA DO SUL;44285;Brasil
RJ;PARATI;43165;Brasil
RJ;PATY DO ALFERES;27769;Brasil
RJ;PETROPOLIS;306191;Brasil
RJ;PINHEIRAL;25156;Brasil
RJ;PIRAI;29277;Brasil
RJ;PORCIUNCULA;18847;Brasil
RJ;PORTO REAL;19683;Brasil
RJ;QUATIS;14302;Brasil
RJ;QUEIMADOS;150319;Brasil
RJ;QUISSAMA;24700;Brasil
RJ;RESENDE;131341;Brasil
RJ;RIO BONITO;60201;Brasil
RJ;RIO CLARO;18529;Brasil
RJ;RIO DAS FLORES;9284;Brasil
RJ;RIO DAS OSTRAS;150674;Brasil
RJ;RIO DE JANEIRO;6718903;Brasil
RJ;SANTA MARIA MADALENA;10404;Brasil
RJ;SANTO ANTONIO DE PADUA;42479;Brasil
RJ;SAO FIDELIS;38669;Brasil
RJ;SAO FRANCISCO DE ITABAPOANA;42205;Brasil
RJ;SAO GONCALO;1084839;Brasil
RJ;SAO JOAO DA BARRA;36102;Brasil
RJ;SAO JOAO DE MERITI;472406;Brasil
RJ;SAO JOSE DE UBA;7171;Brasil
RJ;SAO JOSE DO VALE DO RIO PRETO;21795;Brasil
RJ;SAO PEDRO DA ALDEIA;104476;Brasil
RJ;SAO SEBASTIAO DO ALTO;9357;Brasil
RJ;SAPUCAIA;18228;Brasil
RJ;SAQUAREMA;89170;Brasil
RJ;SEROPEDICA;82312;Brasil
RJ;SILVA JARDIM;21774;Brasil
RJ;SUMIDOURO;15623;Brasil
RJ;TANGUA;34309;Brasil
RJ;TERESOPOLIS;182594;Brasil
RJ;TRAJANO DE MORAIS;10626;Brasil
RJ;TRES RIOS;81804;Brasil
RJ;VALENCA;76523;Brasil
RJ;VARRE-SAI;11000;Brasil
RJ;VASSOURAS;36896;Brasil
RJ;VOLTA REDONDA;273012;Brasil
RN;ACARI;11136;Brasil
RN;AFONSO BEZERRA;11035;Brasil
RN;AGUA NOVA;3252;Brasil
RN;ALEXANDRIA;13577;Brasil
RN;ALMINO AFONSO;4735;Brasil
RN;ALTO DO RODRIGUES;14529;Brasil
RN;ANGICOS;11714;Brasil
RN;ANTONIO MARTINS;7145;Brasil
RN;APODI;35845;Brasil
RN;AREIA BRANCA;27774;Brasil
RN;ARES;14306;Brasil
RN;ASSU;58017;Brasil
RN;BAIA FORMOSA;9271;Brasil
RN;BARAUNA;28374;Brasil
RN;BARCELONA;3998;Brasil
RN;BENTO FERNANDES;5497;Brasil
RN;BODO;2223;Brasil
RN;BOM JESUS;10210;Brasil
RN;BREJINHO;12699;Brasil
RN;CAICARA DO NORTE;6549;Brasil
RN;CAICARA DO RIO DO VENTO;3684;Brasil
RN;CAICO;67952;Brasil
RN;CAMPO REDONDO;11217;Brasil
RN;CANGUARETAMA;34276;Brasil
RN;CARAUBAS;20493;Brasil
RN;CARNAUBA DOS DANTAS;8180;Brasil
RN;CARNAUBAIS;10759;Brasil
RN;CEARA-MIRIM;73497;Brasil
RN;CERRO-CORA;11179;Brasil
RN;CORONEL EZEQUIEL;5506;Brasil
RN;CORONEL JOAO PESSOA;4912;Brasil
RN;CRUZETA;7998;Brasil
RN;CURRAIS NOVOS;44786;Brasil
RN;DOUTOR SEVERIANO;7076;Brasil
RN;ENCANTO;5638;Brasil
RN;EQUADOR;6045;Brasil
RN;ESPIRITO SANTO;10505;Brasil
RN;EXTREMOZ;28583;Brasil
RN;FELIPE GUERRA;5985;Brasil
RN;FERNANDO PEDROZA;3054;Brasil
RN;FLORANIA;9116;Brasil
RN;FRANCISCO DANTAS;2824;Brasil
RN;FRUTUOSO GOMES;4068;Brasil
RN;GALINHOS;2786;Brasil
RN;GOIANINHA;26328;Brasil
RN;GOVERNADOR DIX-SEPT ROSADO;13037;Brasil
RN;GROSSOS;10383;Brasil
RN;GUAMARE;15659;Brasil
RN;IELMO MARINHO;13766;Brasil
RN;IPANGUACU;15491;Brasil
RN;IPUEIRA;2241;Brasil
RN;ITAJA;7548;Brasil
RN;ITAU;5878;Brasil
RN;JACANA;9133;Brasil
RN;JANDAIRA;6878;Brasil
RN;JANDUIS;5268;Brasil
RN;JAPI;5055;Brasil
RN;JARDIM DE ANGICOS;2612;Brasil
RN;JARDIM DE PIRANHAS;14837;Brasil
RN;JARDIM DO SERIDO;12396;Brasil
RN;JOAO CAMARA;34955;Brasil
RN;JOAO DIAS;2654;Brasil
RN;JOSE DA PENHA;5951;Brasil
RN;JUCURUTU;18295;Brasil
RN;JUNDIA;3898;Brasil
RN;LAGOA DANTA;6769;Brasil
RN;LAGOA DE PEDRAS;7544;Brasil
RN;LAGOA DE VELHOS;2732;Brasil
RN;LAGOA NOVA;15614;Brasil
RN;LAGOA SALGADA;8245;Brasil
RN;LAJES;11277;Brasil
RN;LAJES PINTADAS;4759;Brasil
RN;LUCRECIA;3996;Brasil
RN;LUIS GOMES;10116;Brasil
RN;MACAIBA;80792;Brasil
RN;MACAU;31814;Brasil
RN;MAJOR SALES;4020;Brasil
RN;MARCELINO VIEIRA;8347;Brasil
RN;MARTINS;8725;Brasil
RN;MAXARANGUAPE;12371;Brasil
RN;MESSIAS TARGINO;4601;Brasil
RN;MONTANHAS;11251;Brasil
RN;MONTE ALEGRE;22451;Brasil
RN;MONTE DAS GAMELEIRAS;2105;Brasil
RN;MOSSORO;297378;Brasil
RN;NATAL;884122;Brasil
RN;NISIA FLORESTA;27602;Brasil
RN;NOVA CRUZ;37343;Brasil
RN;OLHO D'AGUA DO BORGES;4258;Brasil
RN;OURO BRANCO;4812;Brasil
RN;PARANA;4254;Brasil
RN;PARAU;3768;Brasil
RN;PARAZINHO;5237;Brasil
RN;PARELHAS;21477;Brasil
RN;PARNAMIRIM;261469;Brasil
RN;PASSA E FICA;13277;Brasil
RN;PASSAGEM;3089;Brasil
RN;PATU;12755;Brasil
RN;PAU DOS FERROS;30394;Brasil
RN;PEDRA GRANDE;3237;Brasil
RN;PEDRA PRETA;2458;Brasil
RN;PEDRO AVELINO;6716;Brasil
RN;PEDRO VELHO;14806;Brasil
RN;PENDENCIAS;15129;Brasil
RN;PILOES;3838;Brasil
RN;POCO BRANCO;15413;Brasil
RN;PORTALEGRE;7867;Brasil
RN;PORTO DO MANGUE;6437;Brasil
RN;PUREZA;9621;Brasil
RN;RAFAEL FERNANDES;5098;Brasil
RN;RAFAEL GODEIRO;3201;Brasil
RN;RIACHO DA CRUZ;3579;Brasil
RN;RIACHO DE SANTANA;4204;Brasil
RN;RIACHUELO;8128;Brasil
RN;RIO DO FOGO;10848;Brasil
RN;RODOLFO FERNANDES;4467;Brasil
RN;RUY BARBOSA;3600;Brasil
RN;SANTA CRUZ;39674;Brasil
RN;SANTA MARIA;5551;Brasil
RN;SANTANA DO MATOS;12791;Brasil
RN;SANTANA DO SERIDO;2680;Brasil
RN;SANTO ANTONIO;24136;Brasil
RN;SAO BENTO DO NORTE;2747;Brasil
RN;SAO BENTO DO TRAIRI;4449;Brasil
RN;SAO FERNANDO;3584;Brasil
RN;SAO FRANCISCO DO OESTE;4228;Brasil
RN;SAO GONCALO DO AMARANTE;102400;Brasil
RN;SAO JOAO DO SABUGI;6193;Brasil
RN;SAO JOSE DE MIPIBU;43899;Brasil
RN;SAO JOSE DO CAMPESTRE;12856;Brasil
RN;SAO JOSE DO SERIDO;4634;Brasil
RN;SAO MIGUEL;23519;Brasil
RN;SAO MIGUEL DO GOSTOSO;10282;Brasil
RN;SAO PAULO DO POTENGI;17579;Brasil
RN;SAO PEDRO;5971;Brasil
RN;SAO RAFAEL;8202;Brasil
RN;SAO TOME;11055;Brasil
RN;SAO VICENTE;6424;Brasil
RN;SENADOR ELOI DE SOUZA;6086;Brasil
RN;SENADOR GEORGINO AVELINO;4440;Brasil
RN;SERRA CAIADA;10395;Brasil
RN;SERRA DE SAO BENTO;5762;Brasil
RN;SERRA DO MEL;11938;Brasil
RN;SERRA NEGRA DO NORTE;8078;Brasil
RN;SERRINHA;6229;Brasil
RN;SERRINHA DOS PINTOS;4800;Brasil
RN;SEVERIANO MELO;2440;Brasil
RN;SITIO NOVO;5522;Brasil
RN;TABOLEIRO GRANDE;2566;Brasil
RN;TAIPU;12279;Brasil
RN;TANGARA;15727;Brasil
RN;TENENTE ANANIAS;10786;Brasil
RN;TENENTE LAURENTINO CRUZ;5952;Brasil
RN;TIBAU;4106;Brasil
RN;TIBAU DO SUL;14180;Brasil
RN;TIMBAUBA DOS BATISTAS;2414;Brasil
RN;TOUROS;33287;Brasil
RN;TRIUNFO POTIGUAR;3237;Brasil
RN;UMARIZAL;10555;Brasil
RN;UPANEMA;14659;Brasil
RN;VARZEA;5500;Brasil
RN;VENHA-VER;4177;Brasil
RN;VERA CRUZ;12481;Brasil
RN;VICOSA;1718;Brasil
RN;VILA FLOR;3170;Brasil
RO;ALTA FLORESTA D'OESTE;22945;Brasil
RO;ALTO ALEGRE DOS PARECIS;13241;Brasil
RO;ALTO PARAISO;21428;Brasil
RO;ALVORADA D'OESTE;14411;Brasil
RO;ARIQUEMES;107863;Brasil
RO;BURITIS;39654;Brasil
RO;CABIXI;5312;Brasil
RO;CACAULANDIA;6230;Brasil
RO;CACOAL;85359;Brasil
RO;CAMPO NOVO DE RONDONIA;14139;Brasil
RO;CANDEIAS DO JAMARI;26693;Brasil
RO;CASTANHEIRAS;3052;Brasil
RO;CEREJEIRAS;16323;Brasil
RO;CHUPINGUAIA;11182;Brasil
RO;COLORADO DO OESTE;15882;Brasil
RO;CORUMBIARA;7391;Brasil
RO;COSTA MARQUES;18331;Brasil
RO;CUJUBIM;25215;Brasil
RO;ESPIGAO D'OESTE;32374;Brasil
RO;GOVERNADOR JORGE TEIXEIRA;7767;Brasil
RO;GUAJARA-MIRIM;46174;Brasil
RO;ITAPUA DO OESTE;10458;Brasil
RO;JARU;51775;Brasil
RO;JI-PARANA;128969;Brasil
RO;MACHADINHO D'OESTE;39991;Brasil
RO;MINISTRO ANDREAZZA;9660;Brasil
RO;MIRANTE DA SERRA;10947;Brasil
RO;MONTE NEGRO;15852;Brasil
RO;NOVA BRASILANDIA D'OESTE;20474;Brasil
RO;NOVA DO MAMORE;30583;Brasil
RO;NOVA UNIAO;6970;Brasil
RO;NOVO HORIZONTE DO OESTE;8538;Brasil
RO;OURO PRETO DO OESTE;36035;Brasil
RO;PARECIS;6074;Brasil
RO;PIMENTA BUENO;36660;Brasil
RO;PIMENTEIRAS DO OESTE;2169;Brasil
RO;PORTO VELHO;529544;Brasil
RO;PRESIDENTE MEDICI;18986;Brasil
RO;PRIMAVERA DE RONDONIA;2856;Brasil
RO;RIO CRESPO;3764;Brasil
RO;ROLIM DE MOURA;55058;Brasil
RO;SANTA LUZIA D'OESTE;6495;Brasil
RO;SAO FELIPE D'OESTE;5172;Brasil
RO;SAO FRANCISCO DO GUAPORE;20266;Brasil
RO;SAO MIGUEL DO GUAPORE;23005;Brasil
RO;SERINGUEIRAS;11856;Brasil
RO;TEIXEIROPOLIS;4308;Brasil
RO;THEOBROMA;10444;Brasil
RO;URUPA;11467;Brasil
RO;VALE DO ANARI;11204;Brasil
RO;VALE DO PARAISO;6825;Brasil
RO;VILHENA;99854;Brasil
RR;ALTO ALEGRE;15510;Brasil
RR;AMAJARI;12796;Brasil
RR;BOA VISTA;399213;Brasil
RR;BONFIM;12409;Brasil
RR;CANTA;18335;Brasil
RR;CARACARAI;21926;Brasil
RR;CAROEBE;10169;Brasil
RR;IRACEMA;11950;Brasil
RR;MUCAJAI;17853;Brasil
RR;NORMANDIA;11290;Brasil
RR;PACARAIMA;17401;Brasil
RR;RORAINOPOLIS;30163;Brasil
RR;SAO JOAO DA BALIZA;8201;Brasil
RR;SAO LUIZ;7986;Brasil
RR;UIRAMUTA;10559;Brasil
RS;ACEGUA;4901;Brasil
RS;AGUA SANTA;3748;Brasil
RS;AGUDO;16461;Brasil
RS;AJURICABA;7024;Brasil
RS;ALECRIM;5950;Brasil
RS;ALEGRETE;73589;Brasil
RS;ALEGRIA;3464;Brasil
RS;ALMIRANTE TAMANDARE DO SUL;1964;Brasil
RS;ALPESTRE;6258;Brasil
RS;ALTO ALEGRE;1638;Brasil
