UF;Municipio;POPULACAO ESTIMADA;Pais
SC;NOVO HORIZONTE;2442;Brasil
SC;ORLEANS;22912;Brasil
SC;OTACILIO COSTA;18744;Brasil
SC;OURO;7295;Brasil
SC;OURO VERDE;2217;Brasil
SC;PAIAL;1505;Brasil
SC;PAINEL;2359;Brasil
SC;PALHOCA;171797;Brasil
SC;PALMA SOLA;7423;Brasil
SC;PALMEIRA;2627;Brasil
SC;PALMITOS;16169;Brasil
SC;PAPANDUVA;19320;Brasil
SC;PARAISO;3437;Brasil
SC;PASSO DE TORRES;8823;Brasil
SC;PASSOS MAIA;4147;Brasil
SC;PAULO LOPES;7494;Brasil
SC;PEDRAS GRANDES;3976;Brasil
SC;PENHA;32531;Brasil
SC;PERITIBA;2787;Brasil
SC;PESCARIA BRAVA;10091;Brasil
SC;PETROLANDIA;5937;Brasil
SC;PINHALZINHO;20313;Brasil
SC;PINHEIRO PRETO;3555;Brasil
SC;PIRATUBA;3854;Brasil
SC;PLANALTO ALEGRE;2870;Brasil
SC;POMERODE;33447;Brasil
SC;PONTE ALTA;4682;Brasil
SC;PONTE ALTA DO NORTE;3414;Brasil
SC;PONTE SERRADA;11593;Brasil
SC;PORTO BELO;21388;Brasil
SC;PORTO UNIAO;35398;Brasil
SC;POUSO REDONDO;17453;Brasil
SC;PRAIA GRANDE;7319;Brasil
SC;PRESIDENTE CASTELO BRANCO;1568;Brasil
SC;PRESIDENTE GETULIO;17471;Brasil
SC;PRESIDENTE NEREU;2287;Brasil
SC;PRINCESA;2924;Brasil
SC;QUILOMBO;9887;Brasil
SC;RANCHO QUEIMADO;2878;Brasil
SC;RIO DAS ANTAS;6205;Brasil
SC;RIO DO CAMPO;5940;Brasil
SC;RIO DO OESTE;7489;Brasil
SC;RIO DO SUL;71061;Brasil
SC;RIO DOS CEDROS;11676;Brasil
SC;RIO FORTUNA;4611;Brasil
SC;RIO NEGRINHO;42302;Brasil
SC;RIO RUFINO;2483;Brasil
SC;RIQUEZA;4598;Brasil
SC;RODEIO;11551;Brasil
SC;ROMELANDIA;4786;Brasil
SC;SALETE;7642;Brasil
SC;SALTINHO;3781;Brasil
SC;SALTO VELOSO;4718;Brasil
SC;SANGAO;12678;Brasil
SC;SANTA CECILIA;16830;Brasil
SC;SANTA HELENA;2223;Brasil
SC;SANTA ROSA DE LIMA;2142;Brasil
SC;SANTA ROSA DO SUL;8358;Brasil
SC;SANTA TEREZINHA;8787;Brasil
SC;SANTA TEREZINHA DO PROGRESSO;2428;Brasil
SC;SANTIAGO DO SUL;1260;Brasil
SC;SANTO AMARO DA IMPERATRIZ;23245;Brasil
SC;SAO BENTO DO SUL;84507;Brasil
SC;SAO BERNARDINO;2336;Brasil
SC;SAO BONIFACIO;2838;Brasil
SC;SAO CARLOS;11281;Brasil
SC;SAO CRISTOVAO DO SUL;5549;Brasil
SC;SAO DOMINGOS;9445;Brasil
SC;SAO FRANCISCO DO SUL;52721;Brasil
SC;SAO JOAO BATISTA;37424;Brasil
SC;SAO JOAO DO ITAPERIU;3733;Brasil
SC;SAO JOAO DO OESTE;6381;Brasil
SC;SAO JOAO DO SUL;7297;Brasil
SC;SAO JOAQUIM;26952;Brasil
SC;SAO JOSE;246586;Brasil
SC;SAO JOSE DO CEDRO;13829;Brasil
SC;SAO JOSE DO CERRITO;8295;Brasil
SC;SAO LOURENCO D'OESTE;24076;Brasil
SC;SAO LUDGERO;13410;Brasil
SC;SAO MARTINHO;3180;Brasil
SC;SAO MIGUEL DA BOA VISTA;1820;Brasil
SC;SAO MIGUEL D'OESTE;40482;Brasil
SC;SAO PEDRO DE ALCANTARA;5823;Brasil
SC;SAUDADES;9745;Brasil
SC;SCHROEDER;21365;Brasil
SC;SEARA;17541;Brasil
SC;SERRA ALTA;3263;Brasil
SC;SIDEROPOLIS;14007;Brasil
SC;SOMBRIO;30374;Brasil
SC;SUL BRASIL;2461;Brasil
SC;TAIO;18395;Brasil
SC;TANGARA;8676;Brasil
SC;TIGRINHOS;1633;Brasil
SC;TIJUCAS;38407;Brasil
SC;TIMBE DO SUL;5348;Brasil
SC;TIMBO;44238;Brasil
SC;TIMBO GRANDE;7877;Brasil
SC;TRES BARRAS;19275;Brasil
SC;TREVISO;3929;Brasil
SC;TREZE DE MAIO;7081;Brasil
SC;TREZE TILIAS;7840;Brasil
SC;TROMBUDO CENTRAL;7360;Brasil
SC;TUBARAO;105686;Brasil
SC;TUNAPOLIS;4543;Brasil
SC;TURVO;12899;Brasil
SC;UNIAO DO OESTE;2464;Brasil
SC;URUBICI;11235;Brasil
SC;URUPEMA;2465;Brasil
SC;URUSSANGA;21268;Brasil
SC;VARGEAO;3573;Brasil
SC;VARGEM;2477;Brasil
SC;VARGEM BONITA;4492;Brasil
SC;VIDAL RAMOS;6338;Brasil
SC;VIDEIRA;53065;Brasil
SC;VITOR MEIRELES;4979;Brasil
SC;WITMARSUM;3965;Brasil
SC;XANXERE;50982;Brasil
SC;XAVANTINA;3933;Brasil
SC;XAXIM;28706;Brasil
SC;ZORTEA;3363;Brasil
SE;AMPARO DE SAO FRANCISCO;2374;Brasil
SE;AQUIDABA;21563;Brasil
SE;ARACAJU;657013;Brasil
SE;ARAUA;10056;Brasil
SE;AREIA BRANCA;18542;Brasil
SE;BARRA DOS COQUEIROS;30407;Brasil
SE;BOQUIM;26816;Brasil
SE;BREJO GRANDE;8309;Brasil
SE;CAMPO DO BRITO;18109;Brasil
SE;CANHOBA;4008;Brasil
SE;CANINDE DE SAO FRANCISCO;29900;Brasil
SE;CAPELA;34213;Brasil
SE;CARIRA;22082;Brasil
SE;CARMOPOLIS;16634;Brasil
SE;CEDRO DE SAO JOAO;5897;Brasil
SE;CRISTINAPOLIS;17874;Brasil
SE;CUMBE;3987;Brasil
SE;DIVINA PASTORA;5138;Brasil
SE;ESTANCIA;69184;Brasil
SE;FEIRA NOVA;5584;Brasil
SE;FREI PAULO;15421;Brasil
SE;GARARU;11604;Brasil
SE;GENERAL MAYNARD;3346;Brasil
SE;GRACCHO CARDOSO;5818;Brasil
SE;ILHA DAS FLORES;8520;Brasil
SE;INDIAROBA;17957;Brasil
SE;ITABAIANA;95427;Brasil
SE;ITABAIANINHA;41928;Brasil
SE;ITABI;4903;Brasil
SE;ITAPORANGA D'AJUDA;34356;Brasil
SE;JAPARATUBA;18743;Brasil
SE;JAPOATA;13434;Brasil
SE;LAGARTO;104408;Brasil
SE;LARANJEIRAS;29826;Brasil
SE;MACAMBIRA;6919;Brasil
SE;MALHADA DOS BOIS;3682;Brasil
SE;MALHADOR;12618;Brasil
SE;MARUIM;17213;Brasil
SE;MOITA BONITA;11335;Brasil
SE;MONTE ALEGRE DE SERGIPE;15031;Brasil
SE;MURIBECA;7625;Brasil
SE;NEOPOLIS;18719;Brasil
SE;NOSSA SENHORA APARECIDA;8796;Brasil
SE;NOSSA SENHORA DA GLORIA;36924;Brasil
SE;NOSSA SENHORA DAS DORES;26629;Brasil
SE;NOSSA SENHORA DE LOURDES;6483;Brasil
SE;NOSSA SENHORA DO SOCORRO;183628;Brasil
SE;PACATUBA;14428;Brasil
SE;PEDRA MOLE;3261;Brasil
SE;PEDRINHAS;9602;Brasil
SE;PINHAO;6576;Brasil
SE;PIRAMBU;9280;Brasil
SE;POCO REDONDO;34775;Brasil
SE;POCO VERDE;23728;Brasil
SE;PORTO DA FOLHA;28596;Brasil
SE;PROPRIA;29626;Brasil
SE;RIACHAO DO DANTAS;19805;Brasil
SE;RIACHUELO;10213;Brasil
SE;RIBEIROPOLIS;18652;Brasil
SE;ROSARIO DO CATETE;10855;Brasil
SE;SALGADO;19998;Brasil
SE;SANTA LUZIA DO ITANHY;14035;Brasil
SE;SANTA ROSA DE LIMA;3913;Brasil
SE;SANTANA DO SAO FRANCISCO;7780;Brasil
SE;SANTO AMARO DAS BROTAS;12102;Brasil
SE;SAO CRISTOVAO;90072;Brasil
SE;SAO DOMINGOS;11137;Brasil
SE;SAO FRANCISCO;3724;Brasil
SE;SAO MIGUEL DO ALEIXO;3930;Brasil
SE;SIMAO DIAS;40484;Brasil
SE;SIRIRI;8893;Brasil
SE;TELHA;3227;Brasil
SE;TOBIAS BARRETO;52191;Brasil
SE;TOMAR DO GERU;13536;Brasil
SE;UMBAUBA;25294;Brasil
SP;ADAMANTINA;35068;Brasil
SP;ADOLFO;3562;Brasil
SP;AGUAI;36305;Brasil
SP;AGUAS DA PRATA;8180;Brasil
SP;AGUAS DE LINDOIA;18705;Brasil
SP;AGUAS DE SANTA BARBARA;6075;Brasil
SP;AGUAS DE SAO PEDRO;3451;Brasil
SP;AGUDOS;37214;Brasil
SP;ALAMBARI;6025;Brasil
SP;ALFREDO MARCONDES;4166;Brasil
SP;ALTAIR;4160;Brasil
SP;ALTINOPOLIS;16184;Brasil
SP;ALTO ALEGRE;4099;Brasil
SP;ALUMINIO;18628;Brasil
SP;ALVARES FLORENCE;3679;Brasil
SP;ALVARES MACHADO;24915;Brasil
SP;ALVARO DE CARVALHO;5227;Brasil
SP;ALVINLANDIA;3222;Brasil
SP;AMERICANA;239597;Brasil
SP;AMERICO BRASILIENSE;40504;Brasil
SP;AMERICO DE CAMPOS;5969;Brasil
SP;AMPARO;72195;Brasil
SP;ANALANDIA;4995;Brasil
SP;ANDRADINA;57157;Brasil
SP;ANGATUBA;25228;Brasil
SP;ANHEMBI;6724;Brasil
SP;ANHUMAS;4115;Brasil
SP;APARECIDA;36157;Brasil
SP;APARECIDA D'OESTE;4196;Brasil
SP;APIAI;24374;Brasil
SP;ARACARIGUAMA;22364;Brasil
SP;ARACATUBA;197016;Brasil
SP;ARACOIABA DA SERRA;34146;Brasil
SP;ARAMINA;5620;Brasil
SP;ARANDU;6357;Brasil
SP;ARAPEI;2469;Brasil
SP;ARARAQUARA;236072;Brasil
SP;ARARAS;134236;Brasil
SP;ARCO-IRIS;1791;Brasil
SP;AREALVA;8560;Brasil
SP;AREIAS;3886;Brasil
SP;AREIOPOLIS;11129;Brasil
SP;ARIRANHA;9668;Brasil
SP;ARTUR NOGUEIRA;54408;Brasil
SP;ARUJA;89824;Brasil
SP;ASPASIA;1822;Brasil
SP;ASSIS;104386;Brasil
SP;ATIBAIA;142761;Brasil
SP;AURIFLAMA;15189;Brasil
SP;AVAI;5403;Brasil
SP;AVANHANDAVA;13649;Brasil
SP;AVARE;90655;Brasil
SP;BADY BASSITT;17502;Brasil
SP;BALBINOS;5735;Brasil
SP;BALSAMO;9068;Brasil
SP;BANANAL;10945;Brasil
SP;BARAO DE ANTONINA;3469;Brasil
SP;BARBOSA;7402;Brasil
SP;BARIRI;35264;Brasil
SP;BARRA BONITA;36126;Brasil
SP;BARRA DO CHAPEU;5724;Brasil
SP;BARRA DO TURVO;7659;Brasil
SP;BARRETOS;122098;Brasil
SP;BARRINHA;32812;Brasil
SP;BARUERI;274182;Brasil
SP;BASTOS;20953;Brasil
SP;BATATAIS;62508;Brasil
SP;BAURU;376818;Brasil
SP;BEBEDOURO;77496;Brasil
SP;BENTO DE ABREU;2980;Brasil
SP;BERNARDINO DE CAMPOS;11148;Brasil
SP;BERTIOGA;63249;Brasil
SP;BILAC;8034;Brasil
SP;BIRIGUI;123638;Brasil
SP;BIRITIBA-MIRIM;32598;Brasil
SP;BOA ESPERANCA DO SUL;14923;Brasil
SP;BOCAINA;12329;Brasil
SP;BOFETE;11730;Brasil
SP;BOITUVA;60997;Brasil
SP;BOM JESUS DOS PERDOES;25448;Brasil
SP;BOM SUCESSO DE ITARARE;3954;Brasil
SP;BORA;837;Brasil
SP;BORACEIA;4823;Brasil
SP;BORBOREMA;16046;Brasil
SP;BOREBI;2653;Brasil
SP;BOTUCATU;146497;Brasil
SP;BRAGANCA PAULISTA;168668;Brasil
SP;BRAUNA;5686;Brasil
SP;BREJO ALEGRE;2865;Brasil
SP;BRODOWSKI;24939;Brasil
SP;BROTAS;24403;Brasil
SP;BURI;19878;Brasil
SP;BURITAMA;17144;Brasil
SP;BURITIZAL;4481;Brasil
SP;CABRALIA PAULISTA;4264;Brasil
SP;CABREUVA;49707;Brasil
SP;CACAPAVA;94263;Brasil
SP;CACHOEIRA PAULISTA;33327;Brasil
SP;CACONDE;18985;Brasil
SP;CAFELANDIA;17767;Brasil
SP;CAIABU;4191;Brasil
SP;CAIEIRAS;101470;Brasil
SP;CAIUA;5874;Brasil
SP;CAJAMAR;76801;Brasil
SP;CAJATI;28549;Brasil
SP;CAJOBI;10542;Brasil
SP;CAJURU;26167;Brasil
SP;CAMPINA DO MONTE ALEGRE;6024;Brasil
SP;CAMPINAS;1204073;Brasil
SP;CAMPO LIMPO PAULISTA;84650;Brasil
SP;CAMPOS DO JORDAO;52088;Brasil
SP;CAMPOS NOVOS PAULISTA;4965;Brasil
SP;CANANEIA;12540;Brasil
SP;CANAS;5138;Brasil
SP;CANDIDO MOTA;31280;Brasil
SP;CANDIDO RODRIGUES;2793;Brasil
SP;CANITAR;5216;Brasil
SP;CAPAO BONITO;47138;Brasil
SP;CAPELA DO ALTO;20706;Brasil
SP;CAPIVARI;55768;Brasil
SP;CARAGUATATUBA;121532;Brasil
SP;CARAPICUIBA;400927;Brasil
SP;CARDOSO;12326;Brasil
SP;CASA BRANCA;30380;Brasil
SP;CASSIA DOS COQUEIROS;2523;Brasil
SP;CASTILHO;21006;Brasil
SP;CATANDUVA;121862;Brasil
SP;CATIGUA;7804;Brasil
SP;CEDRAL;9237;Brasil
SP;CERQUEIRA CESAR;19985;Brasil
SP;CERQUILHO;48949;Brasil
SP;CESARIO LANGE;18148;Brasil
SP;CHARQUEADA;17190;Brasil
SP;CHAVANTES;12418;Brasil
SP;CLEMENTINA;8617;Brasil
SP;COLINA;18468;Brasil
SP;COLOMBIA;6210;Brasil
SP;CONCHAL;28050;Brasil
SP;CONCHAS;17896;Brasil
SP;CORDEIROPOLIS;24528;Brasil
SP;COROADOS;6058;Brasil
SP;CORONEL MACEDO;4681;Brasil
SP;CORUMBATAI;4055;Brasil
SP;COSMOPOLIS;72252;Brasil
SP;COSMORAMA;7307;Brasil
SP;COTIA;249210;Brasil
SP;CRAVINHOS;35292;Brasil
SP;CRISTAIS PAULISTA;8631;Brasil
SP;CRUZALIA;2073;Brasil
SP;CRUZEIRO;82238;Brasil
SP;CUBATAO;130705;Brasil
SP;CUNHA;21547;Brasil
SP;DESCALVADO;33718;Brasil
SP;DIADEMA;423884;Brasil
SP;DIRCE REIS;1793;Brasil
SP;DIVINOLANDIA;11146;Brasil
SP;DOBRADA;8929;Brasil
SP;DOIS CORREGOS;27315;Brasil
SP;DOLCINOPOLIS;2115;Brasil
SP;DOURADO;8873;Brasil
SP;DRACENA;46793;Brasil
SP;DUARTINA;12445;Brasil
SP;DUMONT;9868;Brasil
SP;ECHAPORA;6102;Brasil
SP;ELDORADO;15494;Brasil
SP;ELIAS FAUSTO;17772;Brasil
SP;ELISIARIO;3651;Brasil
SP;EMBAUBA;2452;Brasil
SP;EMBU;273726;Brasil
SP;EMBU-GUACU;69385;Brasil
SP;EMILIANOPOLIS;3214;Brasil
SP;ENGENHEIRO COELHO;20773;Brasil
SP;ESPIRITO SANTO DO PINHAL;44330;Brasil
SP;ESPIRITO SANTO DO TURVO;4829;Brasil
SP;ESTIVA GERBI;11304;Brasil
SP;ESTRELA DO NORTE;2766;Brasil
SP;ESTRELA D'OESTE;8419;Brasil
SP;EUCLIDES DA CUNHA PAULISTA;9371;Brasil
SP;FARTURA;16036;Brasil
SP;FERNANDO PRESTES;5783;Brasil
SP;FERNANDOPOLIS;69116;Brasil
SP;FERNAO;1716;Brasil
SP;FERRAZ DE VASCONCELOS;194276;Brasil
SP;FLORA RICA;1464;Brasil
SP;FLOREAL;2917;Brasil
SP;FLORIDA PAULISTA;14640;Brasil
SP;FLORINEA;2676;Brasil
SP;FRANCA;353187;Brasil
SP;FRANCISCO MORATO;175844;Brasil
SP;FRANCO DA ROCHA;154489;Brasil
SP;GABRIEL MONTEIRO;2776;Brasil
SP;GALIA;6548;Brasil
SP;GARCA;44390;Brasil
SP;GASTAO VIDIGAL;4808;Brasil
SP;GAVIAO PEIXOTO;4789;Brasil
SP;GENERAL SALGADO;10869;Brasil
SP;GETULINA;11409;Brasil
SP;GLICERIO;4815;Brasil
SP;GUAICARA;12168;Brasil
SP;GUAIMBE;5765;Brasil
SP;GUAIRA;40790;Brasil
SP;GUAPIACU;21454;Brasil
SP;GUAPIARA;17157;Brasil
SP;GUARA;21220;Brasil
SP;GUARACAI;8323;Brasil
SP;GUARACI;11188;Brasil
SP;GUARANI D'OESTE;2000;Brasil
SP;GUARANTA;6664;Brasil
SP;GUARARAPES;32939;Brasil
SP;GUARAREMA;29798;Brasil
SP;GUARATINGUETA;121798;Brasil
SP;GUAREI;18520;Brasil
SP;GUARIBA;40105;Brasil
SP;GUARUJA;320459;Brasil
SP;GUARULHOS;1379182;Brasil
SP;GUATAPARA;7656;Brasil
SP;GUZOLANDIA;5267;Brasil
SP;HERCULANDIA;9526;Brasil
SP;HOLAMBRA;14930;Brasil
SP;HORTOLANDIA;230851;Brasil
SP;IACANGA;11710;Brasil
SP;IACRI;6321;Brasil
SP;IARAS;9240;Brasil
SP;IBATE;35104;Brasil
SP;IBIRA;12393;Brasil
SP;IBIRAREMA;7753;Brasil
SP;IBITINGA;60033;Brasil
SP;IBIUNA;78878;Brasil
SP;ICEM;8243;Brasil
SP;IEPE;8159;Brasil
SP;IGARACU DO TIETE;24674;Brasil
SP;IGARAPAVA;30432;Brasil
SP;IGARATA;9534;Brasil
SP;IGUAPE;30857;Brasil
SP;ILHA COMPRIDA;11166;Brasil
SP;ILHA SOLTEIRA;26686;Brasil
SP;ILHABELA;34970;Brasil
SP;INDAIATUBA;251627;Brasil
SP;INDIANA;4885;Brasil
SP;INDIAPORA;3897;Brasil
SP;INUBIA PAULISTA;3991;Brasil
SP;IPAUSSU;14971;Brasil
SP;IPERO;37133;Brasil
SP;IPEUNA;7546;Brasil
SP;IPIGUA;5392;Brasil
SP;IPORANGA;4218;Brasil
SP;IPUA;16409;Brasil
SP;IRACEMAPOLIS;24235;Brasil
SP;IRAPUA;7993;Brasil
SP;IRAPURU;8294;Brasil
SP;ITABERA;17556;Brasil
SP;ITAI;27125;Brasil
SP;ITAJOBI;15262;Brasil
SP;ITAJU;3835;Brasil
SP;ITANHAEM;101816;Brasil
SP;ITAOCA;3328;Brasil
SP;ITAPECERICA DA SERRA;175693;Brasil
SP;ITAPETININGA;163901;Brasil
SP;ITAPEVA;94354;Brasil
SP;ITAPEVI;237700;Brasil
SP;ITAPIRA;74773;Brasil
SP;ITAPIRAPUA PAULISTA;4241;Brasil
SP;ITAPOLIS;43120;Brasil
SP;ITAPORANGA;15149;Brasil
SP;ITAPUI;13992;Brasil
SP;ITAPURA;4906;Brasil
SP;ITAQUAQUECETUBA;370821;Brasil
SP;ITARARE;50503;Brasil
SP;ITARIRI;17436;Brasil
SP;ITATIBA;120858;Brasil
SP;ITATINGA;20697;Brasil
SP;ITIRAPINA;18157;Brasil
SP;ITIRAPUA;6499;Brasil
SP;ITOBI;7841;Brasil
SP;ITU;173939;Brasil
SP;ITUPEVA;61252;Brasil
SP;ITUVERAVA;41824;Brasil
SP;JABORANDI;6929;Brasil
SP;JABOTICABAL;77263;Brasil
SP;JACAREI;233662;Brasil
SP;JACI;7067;Brasil
SP;JACUPIRANGA;17866;Brasil
SP;JAGUARIUNA;57488;Brasil
SP;JALES;49107;Brasil
SP;JAMBEIRO;6602;Brasil
SP;JANDIRA;124937;Brasil
SP;JARDINOPOLIS;44380;Brasil
SP;JARINU;30044;Brasil
SP;JAU;150252;Brasil
SP;JERIQUARA;3159;Brasil
SP;JOANOPOLIS;13220;Brasil
SP;JOAO RAMALHO;4523;Brasil
SP;JOSE BONIFACIO;37015;Brasil
SP;JULIO MESQUITA;4776;Brasil
SP;JUMIRIM;3367;Brasil
SP;JUNDIAI;418962;Brasil
SP;JUNQUEIROPOLIS;20679;Brasil
SP;JUQUIA;18812;Brasil
SP;JUQUITIBA;31444;Brasil
SP;LAGOINHA;4896;Brasil
SP;LARANJAL PAULISTA;28516;Brasil
SP;LAVINIA;11980;Brasil
SP;LAVRINHAS;7260;Brasil
SP;LEME;103391;Brasil
SP;LENCOIS PAULISTA;68432;Brasil
SP;LIMEIRA;306114;Brasil
SP;LINDOIA;7980;Brasil
SP;LINS;78013;Brasil
SP;LORENA;88706;Brasil
SP;LOURDES;2289;Brasil
SP;LOUVEIRA;48885;Brasil
SP;LUCELIA;21747;Brasil
SP;LUCIANOPOLIS;2394;Brasil
SP;LUIS ANTONIO;14947;Brasil
SP;LUIZIANIA;5790;Brasil
SP;LUPERCIO;4584;Brasil
SP;LUTECIA;2649;Brasil
SP;MACATUBA;17163;Brasil
SP;MACAUBAL;8120;Brasil
SP;MACEDONIA;3698;Brasil
SP;MAGDA;3119;Brasil
SP;MAIRINQUE;47150;Brasil
SP;MAIRIPORA;100179;Brasil
SP;MANDURI;9846;Brasil
SP;MARABA PAULISTA;5853;Brasil
SP;MARACAI;14002;Brasil
SP;MARAPOAMA;3031;Brasil
SP;MARIAPOLIS;4084;Brasil
SP;MARILIA;238882;Brasil
SP;MARINOPOLIS;2112;Brasil
SP;MARTINOPOLIS;26461;Brasil
SP;MATAO;83170;Brasil
SP;MAUA;472912;Brasil
SP;MENDONCA;5490;Brasil
SP;MERIDIANO;3836;Brasil
SP;MESOPOLIS;1908;Brasil
SP;MIGUELOPOLIS;22226;Brasil
SP;MINEIROS DO TIETE;12908;Brasil
SP;MIRA ESTRELA;3086;Brasil
SP;MIRACATU;19779;Brasil
SP;MIRANDOPOLIS;29564;Brasil
SP;MIRANTE DO PARANAPANEMA;18259;Brasil
SP;MIRASSOL;59824;Brasil
SP;MIRASSOLANDIA;4871;Brasil
SP;MOCOCA;68885;Brasil
SP;MOGI DAS CRUZES;445842;Brasil
SP;MOGI-GUACU;151888;Brasil
SP;MOGI-MIRIM;93189;Brasil
SP;MOMBUCA;3493;Brasil
SP;MONCOES;2259;Brasil
SP;MONGAGUA;56702;Brasil
SP;MONTE ALEGRE DO SUL;8038;Brasil
SP;MONTE ALTO;50498;Brasil
SP;MONTE APRAZIVEL;25087;Brasil
SP;MONTE AZUL PAULISTA;19008;Brasil
SP;MONTE CASTELO;4166;Brasil
SP;MONTE MOR;59772;Brasil
SP;MONTEIRO LOBATO;4653;Brasil
SP;MORRO AGUDO;32968;Brasil
SP;MORUNGABA;13622;Brasil
SP;MOTUCA;4758;Brasil
SP;MURUTINGA DO SUL;4486;Brasil
SP;NANTES;3141;Brasil
SP;NARANDIBA;4857;Brasil
SP;NATIVIDADE DA SERRA;6661;Brasil
SP;NAZARE PAULISTA;18524;Brasil
SP;NEVES PAULISTA;8930;Brasil
SP;NHANDEARA;11478;Brasil
SP;NIPOA;5213;Brasil
SP;NOVA ALIANCA;6973;Brasil
SP;NOVA CAMPINA;9755;Brasil
SP;NOVA CANAA PAULISTA;1881;Brasil
SP;NOVA CASTILHO;1267;Brasil
SP;NOVA EUROPA;11186;Brasil
SP;NOVA GRANADA;21500;Brasil
SP;NOVA GUATAPORANGA;2316;Brasil
SP;NOVA INDEPENDENCIA;3969;Brasil
SP;NOVA LUZITANIA;4101;Brasil
SP;NOVA ODESSA;60174;Brasil
SP;NOVAIS;5830;Brasil
SP;NOVO HORIZONTE;41052;Brasil
SP;NUPORANGA;7432;Brasil
SP;OCAUCU;4289;Brasil
SP;OLEO;2496;Brasil
SP;OLIMPIA;54772;Brasil
SP;ONDA VERDE;4381;Brasil
SP;ORIENTE;6515;Brasil
SP;ORINDIUVA;7066;Brasil
SP;ORLANDIA;44028;Brasil
SP;OSASCO;698418;Brasil
SP;OSCAR BRESSANE;2603;Brasil
SP;OSVALDO CRUZ;32879;Brasil
SP;OURINHOS;113542;Brasil
SP;OURO VERDE;8562;Brasil
SP;OUROESTE;10361;Brasil
SP;PACAEMBU;14197;Brasil
SP;PALESTINA;12957;Brasil
SP;PALMARES PAULISTA;13275;Brasil
SP;PALMEIRA D'OESTE;9283;Brasil
SP;PALMITAL;22221;Brasil
SP;PANORAMA;15777;Brasil
SP;PARAGUACU PAULISTA;45703;Brasil
SP;PARAIBUNA;18222;Brasil
SP;PARAISO;6454;Brasil
SP;PARANAPANEMA;20197;Brasil
SP;PARANAPUA;4078;Brasil
SP;PARAPUA;10964;Brasil
SP;PARDINHO;6435;Brasil
SP;PARIQUERA-ACU;19648;Brasil
SP;PARISI;2161;Brasil
SP;PATROCINIO PAULISTA;14670;Brasil
SP;PAULICEIA;7366;Brasil
SP;PAULINIA;109424;Brasil
SP;PAULISTANIA;1833;Brasil
SP;PAULO DE FARIA;8945;Brasil
SP;PEDERNEIRAS;46687;Brasil
SP;PEDRA BELA;6093;Brasil
SP;PEDRANOPOLIS;2494;Brasil
SP;PEDREGULHO;16744;Brasil
SP;PEDREIRA;47919;Brasil
SP;PEDRINHAS PAULISTA;3093;Brasil
SP;PEDRO DE TOLEDO;11331;Brasil
SP;PENAPOLIS;63407;Brasil
SP;PEREIRA BARRETO;25669;Brasil
SP;PEREIRAS;8668;Brasil
SP;PERUIBE;68284;Brasil
SP;PIACATU;5980;Brasil
SP;PIEDADE;55348;Brasil
SP;PILAR DO SUL;29185;Brasil
SP;PINDAMONHANGABA;168328;Brasil
SP;PINDORAMA;17049;Brasil
SP;PINHALZINHO;15207;Brasil
SP;PIQUEROBI;3692;Brasil
SP;PIQUETE;13657;Brasil
SP;PIRACAIA;27303;Brasil
SP;PIRACICABA;404142;Brasil
SP;PIRAJU;29806;Brasil
SP;PIRAJUI;25492;Brasil
SP;PIRANGI;11417;Brasil
SP;PIRAPORA DO BOM JESUS;18895;Brasil
SP;PIRAPOZINHO;27527;Brasil
SP;PIRASSUNUNGA;76409;Brasil
SP;PIRATININGA;13636;Brasil
SP;PITANGUEIRAS;39719;Brasil
SP;PLANALTO;5237;Brasil
SP;PLATINA;3550;Brasil
SP;POA;117452;Brasil
SP;POLONI;6059;Brasil
SP;POMPEIA;22014;Brasil
SP;PONGAI;3416;Brasil
SP;PONTAL;49961;Brasil
SP;PONTALINDA;4628;Brasil
SP;PONTES GESTAL;2577;Brasil
SP;POPULINA;4169;Brasil
SP;PORANGABA;9925;Brasil
SP;PORTO FELIZ;53098;Brasil
SP;PORTO FERREIRA;56150;Brasil
SP;POTIM;24643;Brasil
SP;POTIRENDABA;17361;Brasil
SP;PRACINHA;4093;Brasil
SP;PRADOPOLIS;21496;Brasil
SP;PRAIA GRANDE;325073;Brasil
SP;PRATANIA;5261;Brasil
SP;PRESIDENTE ALVES;4094;Brasil
SP;PRESIDENTE BERNARDES;13106;Brasil
SP;PRESIDENTE EPITACIO;44200;Brasil
SP;PRESIDENTE PRUDENTE;228743;Brasil
SP;PRESIDENTE VENCESLAU;39516;Brasil
SP;PROMISSAO;40432;Brasil
SP;QUADRA;3804;Brasil
SP;QUATA;14109;Brasil
SP;QUEIROZ;3406;Brasil
SP;QUELUZ;13420;Brasil
SP;QUINTANA;6638;Brasil
SP;RAFARD;9076;Brasil
SP;RANCHARIA;29707;Brasil
SP;REDENCAO DA SERRA;3851;Brasil
SP;REGENTE FEIJO;20261;Brasil
SP;REGINOPOLIS;9621;Brasil
SP;REGISTRO;56322;Brasil
SP;RESTINGA;7593;Brasil
SP;RIBEIRA;3340;Brasil
SP;RIBEIRAO BONITO;13219;Brasil
SP;RIBEIRAO BRANCO;16444;Brasil
SP;RIBEIRAO CORRENTE;4718;Brasil
SP;RIBEIRAO DO SUL;4541;Brasil
SP;RIBEIRAO DOS INDIOS;2225;Brasil
SP;RIBEIRAO GRANDE;7673;Brasil
SP;RIBEIRAO PIRES;123393;Brasil
